DEPTH,BV1,BV2,"""""VOCC_LAB[32]"[64]"[96]"[105]",CLOSURE,COLOR_PRT,G1,G2,MODE,"""""C_LAB[32]"[64]"[96]"[105]",PD1,PD2,PERMEABILITY,POROSITY,PRT,R35,ROCK_TYPE,SAMPLE
FEET,%,%,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,ALPHA*16,"","",MICRONS,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,MD,%,"",MICRONS,ALPHA*16,""
84,32.3147,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00100007,1.10876,5.11984,9.09893,12.3004,14.8091,16.794,18.3913,19.6994,20.7877,21.7063,22.4911,23.1691,23.7603,24.2804,24.7413,25.1524,25.5215,25.8546,26.1566,26.4318,26.6835,26.9147,27.1276,27.3245,27.507,27.6766,27.8347,27.9824,28.1207,28.2505,28.3725,28.4874,28.5957,28.6982,28.7951,28.887,28.9742,29.0571,29.136,29.2112,29.2829,29.3513,29.4168,29.4794,29.5393,29.5968,29.652,29.7049,29.7558,29.8048,29.8519,29.8973,29.941,29.9832,30.0239,30.0633,30.1013,30.138,30.1735,30.2079,30.2412,30.2735,30.3048,30.3351,30.3646,30.3931,30.4209,30.4479,30.4741,30.4995,30.5243,30.5484,30.5719,30.5948,30.6171,30.6388,30.6599,30.6805,30.7007,30.7203,30.7395,30.7582,30.7764,30.7943,0.023169,CYAN,0.2,-999.25,36.0774,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,4.713,-999.25,1006.26,29.4,1,11.9621,Macro,84.0000
85,29.5758,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0119737,5.88204,12.0306,15.8574,18.3579,20.1013,21.3811,22.3588,23.1293,23.7519,24.2653,24.6958,25.0618,25.3769,25.651,25.8916,26.1044,26.294,26.464,26.6172,26.7561,26.8826,26.9982,27.1043,27.202,27.2923,27.376,27.4538,27.5262,27.5939,27.6573,27.7167,27.7726,27.8252,27.8748,27.9217,27.9661,28.0082,28.0481,28.0861,28.1222,28.1566,28.1894,28.2207,28.2506,28.2793,28.3067,28.333,28.3583,28.3825,28.4058,28.4282,28.4497,28.4705,28.4905,28.5098,28.5284,28.5464,28.5638,28.5806,28.5969,28.6126,28.6278,28.6426,28.6569,28.6708,28.6843,28.6973,28.71,28.7224,28.7344,28.746,28.7573,28.7684,28.7791,28.7896,28.7998,28.8097,28.8194,28.8288,0.486368,CYAN,0.1,-999.25,23.1039,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,8.256,-999.25,642.41,28.6,1,9.62283,Macro,85.0000
86,18.205,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00298858,0.540273,2.05859,3.75357,5.27965,6.57841,7.67039,8.59069,9.37199,10.0411,10.6194,11.1232,11.5658,11.9573,12.306,12.6183,12.8995,13.1542,13.3857,13.5971,13.7908,13.9691,14.1336,14.2858,14.4272,14.5587,14.6815,14.7963,14.9038,15.0048,15.0999,15.1895,15.274,15.354,15.4297,15.5015,15.5697,15.6346,15.6963,15.7552,15.8114,15.865,15.9163,15.9654,16.0125,16.0576,16.1009,16.1425,16.1825,16.2209,16.258,16.2936,16.328,16.3612,16.3932,16.4242,16.4541,16.483,16.511,16.5381,16.5643,16.5897,16.6143,16.6383,16.6615,16.684,16.7058,16.7271,16.7478,16.7679,16.7874,16.8064,16.8249,16.843,16.8606,16.8777,16.8944,16.9107,16.9265,16.942,0.016419,CYAN,0.282197,-999.25,19.5418,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,7.916,-999.25,317.19,16.5,1,10.5878,Macro,86.0000
87,7.23621,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00100001,0.00101228,0.00136283,0.00370992,0.0112656,0.0274685,0.0547343,0.0940792,0.145334,0.207539,0.279313,0.359111,0.445403,0.536761,0.63191,0.729742,0.829313,0.929831,1.03064,1.1312,1.23109,1.32995,1.4275,1.52354,1.61789,1.71044,1.80109,1.88979,1.97651,2.06121,2.1439,2.22459,2.30329,2.38004,2.45486,2.52779,2.59887,2.66815,2.73567,2.80148,2.86561,2.92813,2.98907,3.04848,3.10641,3.1629,3.218,3.27175,3.32419,3.37536,3.42531,3.47406,3.52166,3.56815,3.61355,3.65791,3.70125,3.74361,3.78501,3.8255,3.86508,3.9038,3.94168,3.97874,4.01501,0.074712,YELLOW,1.91339,-999.25,0.63356,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,37.411,-999.25,0.02,3.8,2,0.207024,Meso,87.0000
88,7.84444,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00112412,0.00648245,0.036023,0.106249,0.219068,0.367019,0.540022,0.728796,0.925948,1.126,1.3251,1.52061,1.71081,1.89464,2.0715,2.2411,2.4034,2.55847,2.7065,2.84775,2.98249,3.11103,3.23369,3.35076,3.46256,3.56938,3.67149,3.76917,3.86266,3.9522,4.03801,4.12031,4.19928,4.27512,4.34799,4.41806,4.48547,4.55037,4.61289,4.67315,4.73126,4.78734,4.84149,4.89379,4.94435,4.99324,5.04055,5.08634,5.13069,5.17366,5.21531,5.25571,5.29491,5.33295,5.36989,5.40578,5.44065,5.47456,5.50753,5.53961,5.57083,5.60123,5.63084,5.65968,5.68778,5.71519,5.74191,5.76797,5.7934,5.81822,5.84246,0.016195,CYAN,1.04429,-999.25,3.39533,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,18.966,-999.25,0.74,5.7,1,1.01759,Macro,88.0000
89,3.89576,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00390411,0.128037,0.413586,0.734078,1.03143,1.29166,1.51556,1.70781,1.87352,2.01726,2.14278,2.25315,2.35084,2.43783,2.51576,2.58592,2.64941,2.70711,2.75977,2.80801,2.85237,2.89328,0.021627,BROWN,0.321343,-999.25,0.02694,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,5488.764,-999.25,0,2.79,3,-999.25,Micro,89.0000
90,28.8042,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.0010025,0.00124219,0.00414861,0.0172589,0.0518822,0.118732,0.224902,0.373218,0.562971,0.791071,1.05309,1.34403,1.65887,1.99285,2.34163,2.70139,3.0688,3.44104,3.81569,4.19077,4.56462,4.93589,5.30347,5.66649,6.02426,6.37621,6.72195,7.06116,7.39363,7.71921,8.03782,8.34944,8.65406,8.95174,9.24254,9.52655,9.80389,10.0747,10.339,10.5971,10.8491,11.095,11.3352,11.5696,11.7985,12.0221,12.2404,12.4536,12.6619,12.8653,13.0642,13.2585,13.4484,13.634,13.8155,13.993,14.1666,14.3364,14.5026,14.6652,14.8243,14.98,15.1325,15.2818,15.4281,15.5713,15.7117,15.8492,15.984,16.1161,16.2456,16.3726,16.4971,16.6192,16.7391,16.8566,16.972,17.0852,17.1964,17.3055,17.4126,17.5178,0.084573,CYAN,2.04676,-999.25,4.0089,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,5.072,-999.25,5.99,16.5,1,1.25127,Macro,90.0000
91,18.8313,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00100001,0.00148068,0.0170797,0.0945304,0.270493,0.547102,0.905745,1.32246,1.77549,2.24757,2.72598,3.20172,3.66868,4.12286,4.5618,4.98411,5.38913,5.77674,6.14715,6.50082,6.83833,7.16037,7.46764,7.7609,8.04087,8.30828,8.5638,8.80812,9.04186,9.26562,9.47996,9.68541,9.88247,10.0716,10.2532,10.4278,10.5957,10.7572,10.9127,11.0625,11.207,11.3463,11.4807,11.6105,11.736,11.8572,11.9745,12.0879,12.1978,12.3042,12.4072,12.5072,12.6041,12.6982,12.7895,12.8781,12.9642,13.048,13.1293,13.2085,13.2855,13.3605,13.4334,13.5045,13.5738,13.6413,13.7071,13.7712,13.8338,13.8949,13.9545,14.0127,14.0696,14.1251,14.1794,14.2324,14.2843,14.335,14.3846,14.4331,14.4806,14.527,14.5725,0.995488,CYAN,1.0485,-999.25,11.8809,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,5.394,-999.25,42.31,15.47,1,3.7871,Macro,91.0000
92,10.8007,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00125386,0.464903,1.70521,2.9256,3.93161,4.73762,5.38663,5.91622,6.35473,6.7229,7.03593,7.30507,7.53879,7.74356,7.92438,8.08518,8.22909,8.3586,8.47577,8.58227,8.67949,8.76858,8.85052,8.92613,8.99612,9.06108,9.12155,9.17796,9.23072,9.28016,9.3266,9.37028,9.41146,9.45034,9.48711,9.52193,9.55496,9.58632,9.61615,9.64455,9.67163,9.69747,9.72215,0.180406,YELLOW,0.22,-999.25,0.30951,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,536.859,-999.25,0.04,10.01,2,0.130177,Meso,92.0000
93,27.6996,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00100028,0.00174223,0.0184443,0.0965237,0.277507,0.573217,0.972149,1.45273,1.99201,2.5697,3.16933,3.77822,4.38696,4.98873,5.57874,6.15374,6.71162,7.25111,7.77157,8.2728,8.75491,9.21825,9.6633,10.0907,10.501,10.895,11.2733,11.6367,11.9859,12.3215,12.6442,12.9546,13.2534,13.541,13.8181,14.0851,14.3426,14.591,14.8307,15.0622,15.2859,15.5021,15.7111,15.9134,16.1091,16.2987,16.4823,16.6603,16.8329,17.0003,17.1628,17.3205,17.4736,17.6224,17.7671,17.9077,18.0445,18.1775,18.307,18.4331,18.556,18.6756,18.7922,18.9059,19.0168,19.1249,19.2304,19.3334,19.4339,19.5321,19.628,19.7217,19.8133,19.9028,19.9903,20.0759,20.1597,20.2416,20.3218,20.4003,20.4772,20.5525,20.6262,0.031805,CYAN,1.21038,-999.25,10.2286,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,5.201,-999.25,22.97,20.03,1,2.18098,Macro,93.0000
94,18.7055,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00100149,0.0330111,0.358966,1.06279,1.97179,2.93843,3.88321,4.77057,5.58803,6.33427,7.01295,7.62973,8.19078,8.70206,9.1691,9.59682,9.9896,10.3513,10.6852,10.9943,11.2811,11.5478,11.7965,12.0289,12.2464,12.4504,12.6422,12.8227,12.9929,13.1536,13.3057,13.4497,13.5864,13.7162,13.8396,13.9571,14.0691,14.176,14.2781,14.3758,14.4692,14.5587,14.6446,14.727,14.8061,14.8822,14.9553,15.0257,15.0936,15.159,15.2221,15.2829,15.3417,15.3986,15.4535,15.5066,15.5581,15.6079,15.6562,15.703,15.7484,15.7924,15.8352,15.8767,15.917,15.9562,15.9944,16.0314,16.0675,16.1027,16.1369,16.1702,16.2026,0.417985,CYAN,0.514117,-999.25,6.77827,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,17.479,-999.25,14.47,17.14,1,1.94602,Macro,94.0000
95,36.3041,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00100001,0.00108259,0.00486035,0.032178,0.116822,0.286141,0.550907,0.907654,1.34467,1.84696,2.39933,2.98797,3.60101,4.22866,4.86306,5.498,6.12871,6.75151,7.3637,7.96328,8.54886,9.11949,9.67459,10.2138,10.7372,11.2446,11.7364,12.2128,12.6742,13.1209,13.5535,13.9722,14.3777,14.7703,15.1506,15.5189,15.8758,16.2217,16.5569,16.882,17.1973,17.5032,17.8001,18.0883,18.3681,18.6399,18.904,19.1608,19.4104,19.6531,19.8893,20.1191,20.3428,20.5606,20.7728,20.9795,21.181,21.3774,21.5689,21.7557,21.938,22.1159,22.2895,22.4591,22.6246,22.7864,22.9445,23.099,23.25,23.3977,23.5421,23.6834,23.8217,23.9571,24.0895,24.2192,0.028097,CYAN,1.52287,-999.25,3.24671,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,11.439,-999.25,4.45,22.3,1,0.82202,Macro,95.0000
